REGCODE,DIVCODE,STATEFP,COUNTYFP,CSACODE,CBSACODE,METDCODE,METMICSA,CENTOUTL,ADULTMEN,MSM12MTH,MSM5YEAR
2,4,20,79,556,48620,,1,2,12462,191,296
2,4,20,81,,,,,,1446,28,43
2,4,20,83,,,,,,724,4,6
2,4,20,85,,45820,,1,2,4854,41,63
2,4,20,87,,45820,,1,2,7163,93,144
2,4,20,89,,,,,,1259,15,24
2,4,20,91,312,28140,,1,1,196449,4843,7487
2,4,20,93,,23780,,2,2,1389,23,36
2,4,20,95,556,48620,,1,2,2980,21,32
2,4,20,97,,,,,,992,5,8
2,4,20,99,,37660,,2,1,7899,43,67
2,4,20,101,,,,,,630,15,23
2,4,20,103,312,28140,,1,2,31227,691,1067
2,4,20,105,,,,,,1188,7,10
2,4,20,107,312,28140,,1,2,3692,46,71
2,4,20,109,,,,,,1061,6,9
2,4,20,111,,21380,,2,1,12457,69,106
2,4,20,113,,32700,,2,1,10994,60,93
2,4,20,115,,,,,,4781,31,48
2,4,20,117,,,,,,3805,29,46
2,4,20,119,,,,,,1610,9,14
2,4,20,121,312,28140,,1,2,11790,166,256
2,4,20,123,,,,,,2533,14,22
2,4,20,125,,17700,,2,1,12880,120,186
2,4,20,127,,,,,,2278,52,81
2,4,20,129,,,,,,1169,6,10
2,4,20,131,,,,,,3739,21,32
2,4,20,133,,,,,,6105,34,52
2,4,20,135,,,,,,1194,7,10
2,4,20,137,,,,,,2714,15,23
2,4,20,139,,45820,,1,2,6050,42,65
2,4,20,141,,,,,,1491,8,13
2,4,20,143,,41460,,2,2,2316,50,78
2,4,20,145,,,,,,3195,18,27
2,4,20,147,,,,,,2082,58,90
2,4,20,149,358,31740,,1,2,7588,60,93
2,4,20,151,,,,,,3582,28,44
2,4,20,153,,,,,,1039,6,9
2,4,20,155,,26740,,2,1,24590,224,346
2,4,20,157,,,,,,1928,31,48
2,4,20,159,,,,,,3822,83,128
2,4,20,161,358,31740,,1,1,31690,321,497
2,4,20,163,,,,,,1979,11,17
2,4,20,165,,,,,,1299,7,11
2,4,20,167,,,,,,2772,15,24
2,4,20,169,,41460,,2,1,20495,216,334
2,4,20,171,,,,,,1856,100,154
2,4,20,173,556,48620,,1,1,178839,2213,3422
2,4,20,175,,30580,,2,1,8175,206,318
2,4,20,177,,45820,,1,1,63907,623,963
2,4,20,179,,,,,,979,5,8
2,4,20,181,,,,,,2400,13,20
2,4,20,183,,,,,,1494,25,39
2,4,20,185,,,,,,1636,9,14
2,4,20,187,,,,,,727,4,6
2,4,20,189,,,,,,1949,11,17
2,4,20,191,556,48620,,1,2,8754,61,95
2,4,20,193,,,,,,2965,16,25
2,4,20,195,,,,,,1165,34,53
2,4,20,197,,45820,,1,2,2664,19,29
2,4,20,199,,,,,,594,3,5
2,4,20,201,,,,,,2253,12,19
2,4,20,203,,,,,,802,4,7
2,4,20,205,,,,,,3442,19,29
2,4,20,207,,,,,,1301,7,11
2,4,20,209,312,28140,,1,1,55369,1298,2007
3,6,21,1,,,,,,7123,39,61
3,6,21,3,150,14540,,1,2,7418,52,80
3,6,21,5,336,23180,,2,2,7656,118,183
3,6,21,7,424,37140,,2,2,3158,17,27
3,6,21,9,150,23980,,2,1,15400,207,320
3,6,21,11,336,34460,,2,2,4236,33,50
3,6,21,13,,33180,,2,1,10548,58,90
3,6,21,15,178,17140,,1,1,42638,858,1326
3,6,21,17,336,30460,,1,2,7282,99,153
3,6,21,19,170,26580,,1,1,19061,325,502
3,6,21,21,,19220,,2,1,11046,104,161
3,6,21,23,178,17140,,1,2,3160,107,166
3,6,21,25,,,,,,5343,29,45
3,6,21,27,,,,,,7581,77,120
3,6,21,29,350,31140,,1,1,27791,632,976
3,6,21,31,150,14540,,1,2,4866,69,107
3,6,21,33,,,,,,4797,26,41
3,6,21,35,,34660,,2,1,14625,333,515
3,6,21,37,178,17140,,1,1,33817,891,1378
3,6,21,39,,,,,,1896,10,16
3,6,21,41,,,,,,4090,22,35
3,6,21,43,,,,,,10384,91,141
3,6,21,45,,,,,,5917,33,50
3,6,21,47,,17300,,1,2,27422,235,363
3,6,21,49,336,30460,,1,2,13144,92,142
3,6,21,51,,,,,,9178,118,182
3,6,21,53,,,,,,3811,21,32
3,6,21,55,,,,,,3563,20,30
3,6,21,57,,,,,,2577,14,22
3,6,21,59,,36980,,1,1,35027,596,921
3,6,21,61,150,14540,,1,2,4747,33,51
3,6,21,63,,,,,,3555,20,30
3,6,21,65,,,,,,5547,40,61
3,6,21,67,336,30460,,1,1,115444,2455,3796
3,6,21,69,,,,,,5261,103,159
3,6,21,71,,,,,,14782,305,472
3,6,21,73,336,23180,,2,1,18566,222,344
3,6,21,75,362,46460,,2,2,2590,14,22
3,6,21,77,178,17140,,1,2,3063,38,59
3,6,21,79,,,,,,6291,49,76
3,6,21,81,178,17140,,1,2,8773,110,170
3,6,21,83,424,32460,,2,1,13641,116,180
3,6,21,85,,,,,,9584,100,154
3,6,21,87,,,,,,4227,23,36
3,6,21,89,170,26580,,1,1,13664,117,180
3,6,21,91,,36980,,1,2,3244,23,35
3,6,21,93,350,21060,,1,1,38758,479,740
3,6,21,95,,,,,,10760,59,91
3,6,21,97,,,,,,6836,204,316
3,6,21,99,,,,,,6723,115,178
3,6,21,101,,21780,,1,1,16784,276,427
3,6,21,103,350,31140,,1,2,5637,118,182
3,6,21,105,,,,,,1818,10,15
3,6,21,107,,31580,,2,1,17270,218,336
3,6,21,109,,,,,,5016,104,162
3,6,21,111,350,31140,,1,1,272362,10791,16682
3,6,21,113,336,30460,,1,2,17497,122,189
3,6,21,115,,,,,,8783,48,75
3,6,21,117,178,17140,,1,1,58755,1837,2839
3,6,21,119,,,,,,6227,106,164
3,6,21,121,,30940,,2,1,11520,63,98
3,6,21,123,350,21060,,1,2,5319,37,58
3,6,21,125,,30940,,2,1,21720,230,356
3,6,21,127,,,,,,5943,92,143
3,6,21,129,,,,,,3256,50,77
3,6,21,131,,,,,,4297,24,37
3,6,21,133,,,,,,9149,145,225
3,6,21,135,,,,,,5284,29,45
3,6,21,137,,19220,,2,2,8951,49,76
3,6,21,139,424,37140,,2,2,3685,20,31
3,6,21,141,,,,,,9819,93,144
3,6,21,143,,,,,,3977,57,88
3,6,21,145,424,37140,,2,1,23968,365,564
3,6,21,147,,,,,,7791,43,66
3,6,21,149,,36980,,1,2,3525,42,65
3,6,21,151,336,40080,,2,1,31664,424,655
3,6,21,153,,,,,,4925,27,42
3,6,21,155,,,,,,7790,177,273
3,6,21,157,,,,,,12080,66,103
3,6,21,159,,,,,,5648,31,48
3,6,21,161,178,32500,,2,1,6248,53,82
3,6,21,163,350,21060,,1,2,10614,74,115
3,6,21,165,336,34460,,2,2,2478,14,21
3,6,21,167,,,,,,7807,52,80
3,6,21,169,150,23980,,2,2,3779,21,32
3,6,21,171,,,,,,4161,23,35
3,6,21,173,336,34460,,2,1,9865,54,84
3,6,21,175,,,,,,6220,54,83
3,6,21,177,,,,,,12303,189,292
3,6,21,179,350,12680,,2,1,15732,424,655
3,6,21,181,,,,,,2627,54,84
3,6,21,183,,,,,,8795,132,204
3,6,21,185,350,31140,,1,1,23625,724,1120
3,6,21,187,,,,,,4022,22,34
3,6,21,189,,,,,,1809,10,15
3,6,21,191,178,17140,,1,2,5548,69,107
3,6,21,193,,,,,,10771,88,137
3,6,21,195,,,,,,24355,215,332
3,6,21,197,,,,,,4684,26,40
3,6,21,199,,43700,,2,1,23639,196,303
3,6,21,201,,,,,,866,5,7
3,6,21,203,336,40080,,2,2,6419,68,106
3,6,21,205,,,,,,8954,207,319
3,6,21,207,,,,,,6643,37,56
3,6,21,209,336,30460,,1,2,17086,141,217
3,6,21,211,350,31140,,1,2,15319,424,655
3,6,21,213,,,,,,6272,34,53
3,6,21,215,350,31140,,1,2,6434,113,175
3,6,21,217,,15820,,2,1,9050,150,231
3,6,21,219,,,,,,4437,24,38
3,6,21,221,,17300,,1,2,5379,38,58
3,6,21,223,350,31140,,1,2,3325,42,64
3,6,21,225,,,,,,6056,186,288
3,6,21,227,150,14540,,1,1,43015,402,621
3,6,21,229,,,,,,4375,105,162
3,6,21,231,,,,,,7976,44,68
3,6,21,233,,,,,,5133,28,44
3,6,21,235,,30940,,2,1,12986,71,110
3,6,21,237,,,,,,2667,15,23
3,6,21,239,336,30460,,1,2,9299,150,232
3,7,22,1,318,29180,,1,2,21481,175,271
3,7,22,3,,,,,,11885,65,101
3,7,22,5,,12940,,1,1,38177,433,670
3,7,22,7,,,,,,8557,47,73
3,7,22,9,,,,,,15798,252,390
3,7,22,11,217,19760,,2,1,13506,74,115
3,7,22,13,,,,,,5130,50,78
3,7,22,15,,43340,,1,1,43388,304,470
3,7,22,17,,43340,,1,1,89700,1194,1845
3,7,22,19,,29340,,1,1,69511,696,1076
3,7,22,21,,,,,,4002,67,103
3,7,22,23,,29340,,1,2,2493,54,83
3,7,22,25,,,,,,4284,24,36
3,7,22,27,,,,,,7850,43,67
3,7,22,29,,35020,,2,1,7830,43,67
3,7,22,31,,43340,,1,2,9482,66,103
3,7,22,33,,12940,,1,1,159782,1892,2924
3,7,22,35,,,,,,3167,17,27
3,7,22,37,,12940,,1,2,8678,120,186
3,7,22,39,,,,,,12410,114,176
3,7,22,41,,,,,,7319,40,62
3,7,22,43,,10780,,1,2,9865,114,176
3,7,22,45,318,29180,,1,1,25879,517,800
3,7,22,47,,12940,,1,1,13220,114,177
3,7,22,49,,,,,,6333,35,54
3,7,22,51,406,35380,,1,1,161443,3528,5454
3,7,22,53,,,,,,11126,66,102
3,7,22,55,318,29180,,1,1,82022,1195,1847
3,7,22,57,,26380,,1,1,35576,309,478
3,7,22,59,,,,,,5940,74,114
3,7,22,61,384,40820,,2,1,17732,195,301
3,7,22,63,,12940,,1,1,46347,640,989
3,7,22,65,,,,,,4458,25,38
3,7,22,67,384,12820,,2,1,9771,54,83
3,7,22,69,,35060,,2,1,13827,108,166
3,7,22,71,406,35380,,1,1,133774,7018,10848
3,7,22,73,384,33740,,1,1,53497,629,972
3,7,22,75,406,35380,,1,1,8363,105,162
3,7,22,77,,12940,,1,2,8219,58,89
3,7,22,79,,10780,,1,1,46499,662,1023
3,7,22,81,,,,,,3176,17,27
3,7,22,83,,,,,,7285,77,119
3,7,22,85,,,,,,9029,121,188
3,7,22,87,406,35380,,1,1,14312,410,634
3,7,22,89,406,35380,,1,1,18844,345,533
3,7,22,91,,12940,,1,2,4043,28,44
3,7,22,93,406,35380,,1,2,7775,331,512
3,7,22,95,406,35380,,1,1,15940,337,520
3,7,22,97,318,36660,,2,1,28522,157,243
3,7,22,99,318,29180,,1,2,18860,299,463
3,7,22,101,318,34020,,2,1,19848,109,169
3,7,22,103,406,35380,,1,2,84700,1611,2490
3,7,22,105,406,25220,,1,1,43685,353,546
3,7,22,107,,,,,,1777,10,15
3,7,22,109,,26380,,1,1,40688,626,968
3,7,22,111,384,33740,,1,2,8494,78,120
3,7,22,113,318,29180,,1,2,20421,143,221
3,7,22,115,217,22860,,2,1,19767,109,168
3,7,22,117,406,14220,,2,1,17062,146,225
3,7,22,119,,43340,,1,2,14969,105,162
3,7,22,121,,12940,,1,1,8774,95,146
3,7,22,123,,,,,,4395,24,37
3,7,22,125,,12940,,1,2,8820,62,95
3,7,22,127,,,,,,6294,35,54
1,1,23,1,438,30340,,1,1,40307,834,1290
1,1,23,3,,,,,,27848,290,449
1,1,23,5,438,38860,,1,1,107601,2832,4379
1,1,23,7,,,,,,11965,234,362
1,1,23,9,,,,,,21690,440,680
1,1,23,11,,12300,,2,1,46681,850,1313
1,1,23,13,,,,,,15774,395,610
1,1,23,15,,,,,,13554,319,494
1,1,23,17,,,,,,22436,233,360
1,1,23,19,,12620,,1,1,60474,799,1234
1,1,23,21,,,,,,6936,112,173
1,1,23,23,438,38860,,1,2,13326,149,230
1,1,23,25,,,,,,20103,210,324
1,1,23,27,,,,,,14851,209,323
1,1,23,29,,,,,,12850,128,198
1,1,23,31,438,38860,,1,1,75235,1715,2651
3,5,24,1,,19060,,1,1,31693,581,898
3,5,24,3,548,12580,,1,1,205323,5111,7900
3,5,24,5,548,12580,,1,1,294035,7289,11268
3,5,24,9,548,47900,47894,1,2,32402,963,1488
3,5,24,11,,,,,,11872,80,124
3,5,24,13,548,12580,,1,2,62103,1197,1850
3,5,24,15,428,37980,48864,1,1,37643,595,920
3,5,24,17,548,47900,47894,1,2,52186,1620,2504
3,5,24,19,548,15700,,2,1,12046,128,197
3,5,24,21,548,47900,43524,1,2,86393,2183,3374
3,5,24,23,,,,,,11536,87,134
3,5,24,25,548,12580,,1,2,90313,2687,4153
3,5,24,27,548,12580,,1,1,105633,2058,3181
3,5,24,29,,,,,,7819,160,247
3,5,24,31,548,47900,43524,1,1,355838,9493,14675
3,5,24,33,548,47900,47894,1,1,315370,7208,11142
3,5,24,35,548,12580,,1,1,18119,499,771
3,5,24,37,548,15680,,1,1,39413,540,834
3,5,24,39,,41540,,1,2,12098,202,312
3,5,24,41,548,20660,,2,1,14410,114,177
3,5,24,43,548,25180,,1,1,58413,872,1348
3,5,24,45,,41540,,1,1,36405,429,663
3,5,24,47,,41540,,1,2,20228,163,253
3,5,24,510,548,12580,,1,1,225599,10383,16051
1,1,25,1,148,12700,,1,1,84090,1906,2946
1,1,25,3,,38340,,1,1,50289,749,1158
1,1,25,5,148,39300,,1,1,204730,4671,7221
1,1,25,7,,47240,,2,1,6659,213,329
1,1,25,9,148,14460,15764,1,1,273379,8195,12668
1,1,25,11,521,24640,,2,1,27750,471,728
1,1,25,13,521,44140,,1,1,168508,2325,3594
1,1,25,15,521,44140,,1,1,61050,1126,1741
1,1,25,17,148,14460,15764,1,1,577698,18192,28122
1,1,25,19,,,,,,4093,91,141
1,1,25,21,148,14460,14454,1,1,247121,6950,10744
1,1,25,23,148,14460,14454,1,1,181511,5079,7852
1,1,25,25,148,14460,14454,1,1,289634,17037,26338
1,1,25,27,148,49340,,1,1,301082,5204,8044
2,3,26,1,,,,,,4663,35,54
2,3,26,3,,,,,,4365,24,37
2,3,26,5,266,26090,,2,1,40862,653,1009
2,3,26,7,,10980,,2,1,11391,174,270
2,3,26,9,,,,,,9244,65,100
2,3,26,11,,,,,,6466,75,116
2,3,26,13,,,,,,4456,85,131
2,3,26,15,266,24340,,1,2,22400,475,734
2,3,26,17,474,13020,,1,1,40473,667,1031
2,3,26,19,,45900,,2,2,6847,42,65
2,3,26,21,515,35660,,1,1,57527,762,1178
2,3,26,23,,17740,,2,1,17524,139,215
2,3,26,25,310,12980,,1,1,49598,522,807
2,3,26,27,515,43780,,1,1,19935,196,303
2,3,26,29,,,,,,9970,105,162
2,3,26,31,,,,,,10311,175,270
2,3,26,33,,42300,,2,1,17686,192,296
2,3,26,35,,,,,,12151,129,200
2,3,26,37,330,29620,,1,1,28015,265,410
2,3,26,39,,,,,,5712,31,49
2,3,26,41,,21540,,2,1,14388,198,306
2,3,26,43,,27020,,2,1,10172,95,147
2,3,26,45,330,29620,,1,1,40153,654,1012
2,3,26,47,,,,,,12396,68,105
2,3,26,49,220,22420,,1,1,150284,1616,2498
2,3,26,51,,,,,,10234,102,158
2,3,26,53,,,,,,7326,86,132
2,3,26,55,,45900,,2,1,33595,345,534
2,3,26,57,394,10940,,2,1,17772,109,169
2,3,26,59,,25880,,2,1,17498,149,231
2,3,26,61,,26340,,2,1,15872,274,424
2,3,26,63,,,,,,12865,165,255
2,3,26,65,330,29620,,1,1,106991,1887,2918
2,3,26,67,266,26960,,2,1,25949,302,467
2,3,26,69,,,,,,10517,195,302
2,3,26,71,,,,,,4819,35,55
2,3,26,73,394,34380,,2,1,27842,290,448
2,3,26,75,,27100,,1,1,62987,705,1089
2,3,26,77,310,28020,,1,1,94702,1314,2031
2,3,26,79,,45900,,2,2,6717,125,194
2,3,26,81,266,24340,,1,1,218120,7444,11508
2,3,26,83,,26340,,2,2,915,5,8
2,3,26,85,,,,,,4830,27,41
2,3,26,87,220,19820,47664,1,2,33832,574,887
2,3,26,89,,45900,,2,2,8682,66,103
2,3,26,91,220,10300,,2,1,38465,390,603
2,3,26,93,220,19820,47664,1,2,67849,1350,2087
2,3,26,95,,,,,,3192,18,27
2,3,26,97,,,,,,4532,78,120
2,3,26,99,220,19820,47664,1,1,312591,7192,11117
2,3,26,101,,,,,,10471,96,149
2,3,26,103,,32100,,2,1,27617,315,486
2,3,26,105,,31220,,2,1,11046,104,161
2,3,26,107,266,13660,,2,1,17304,122,189
2,3,26,109,,31940,,2,1,9487,95,147
2,3,26,111,474,33220,,1,1,31300,339,525
2,3,26,113,,15620,,2,2,5752,93,144
2,3,26,115,220,33780,,1,1,56493,830,1283
2,3,26,117,266,24340,,1,2,24976,569,880
2,3,26,119,,,,,,4026,22,34
2,3,26,121,266,34740,,1,1,63213,709,1096
2,3,26,123,,,,,,18179,217,335
2,3,26,125,220,19820,47664,1,1,445497,10896,16844
2,3,26,127,,,,,,9967,75,116
2,3,26,129,,,,,,8517,139,215
2,3,26,131,,,,,,2882,29,44
2,3,26,133,,,,,,8763,100,155
2,3,26,135,,,,,,3479,28,43
2,3,26,137,,,,,,9154,155,239
2,3,26,139,266,24340,,1,2,95894,2180,3371
2,3,26,141,,,,,,5507,30,47
2,3,26,143,,,,,,10138,115,178
2,3,26,145,474,40980,,1,1,72817,896,1385
2,3,26,147,220,19820,47664,1,2,60919,1559,2410
2,3,26,149,310,44780,,2,1,22310,239,370
2,3,26,151,,,,,,16077,175,270
2,3,26,153,,,,,,3324,50,77
2,3,26,155,330,37020,,2,1,26031,240,371
2,3,26,157,,,,,,21172,306,473
2,3,26,159,310,28020,,1,2,27864,195,302
2,3,26,161,220,11460,,1,1,135372,2460,3802
2,3,26,163,220,19820,19804,1,1,638235,19511,30161
2,3,26,165,,15620,,2,1,12296,96,149
2,4,27,1,,,,,,6741,79,123
2,4,27,3,378,33460,,1,1,123445,2685,4150
2,4,27,5,,,,,,12395,104,161
2,4,27,7,,13420,,2,1,16641,202,313
2,4,27,9,378,41060,,1,1,14437,150,231
2,4,27,11,,,,,,2011,57,88
2,4,27,13,359,31860,,1,1,25982,217,336
2,4,27,15,359,35580,,2,1,9785,58,90
2,4,27,17,,20260,,1,2,14178,99,153
2,4,27,19,378,33460,,1,1,32172,932,1440
2,4,27,21,,14660,,2,2,11395,114,177
2,4,27,23,,,,,,4574,34,52
2,4,27,25,378,33460,,1,2,20845,328,507
2,4,27,27,244,22020,,1,1,22325,307,475
2,4,27,29,,,,,,3304,18,28
2,4,27,31,,,,,,2149,44,68
2,4,27,33,,,,,,4248,32,49
2,4,27,35,,14660,,2,1,23938,158,244
2,4,27,37,378,33460,,1,1,144455,3591,5551
2,4,27,39,462,40340,,1,2,7194,65,100
2,4,27,41,,10820,,2,1,14137,401,620
2,4,27,43,,,,,,5564,39,61
2,4,27,45,462,40340,,1,2,7826,55,85
2,4,27,47,,10660,,2,1,11928,140,217
2,4,27,49,378,39860,,2,1,17274,140,216
2,4,27,51,,,,,,2346,22,34
2,4,27,53,378,33460,,1,1,441369,24330,37611
2,4,27,55,,29100,,1,1,7234,57,89
2,4,27,57,,,,,,7981,80,123
2,4,27,59,378,33460,,1,2,14142,261,403
2,4,27,61,,,,,,17731,143,221
2,4,27,63,,,,,,3987,35,54
2,4,27,65,,,,,,6248,59,91
2,4,27,67,,48820,,2,1,15992,133,206
2,4,27,69,,,,,,1763,14,22
2,4,27,71,,,,,,5216,87,134
2,4,27,73,,,,,,2811,24,38
2,4,27,75,,,,,,4441,24,38
2,4,27,77,,,,,,1666,9,14
2,4,27,79,378,33460,,1,2,10524,162,250
2,4,27,81,,,,,,2273,13,19
2,4,27,83,,32140,,2,1,9582,62,96
2,4,27,85,378,26780,,2,1,13417,74,114
2,4,27,87,,,,,,1885,10,16
2,4,27,89,,,,,,3707,56,86
2,4,27,91,,,,,,7868,91,141
2,4,27,93,,,,,,8785,90,139
2,4,27,95,378,33460,,1,2,9653,186,287
2,4,27,97,,,,,,12602,129,199
2,4,27,99,462,12380,,2,1,14505,164,254
2,4,27,101,,,,,,3340,27,42
2,4,27,103,359,31860,,1,1,12631,307,474
2,4,27,105,,49380,,2,1,8232,50,78
2,4,27,107,,,,,,2560,32,50
2,4,27,109,462,40340,,1,1,52673,774,1196
2,4,27,111,,22260,,2,1,22409,159,246
2,4,27,113,,,,,,5278,29,45
2,4,27,115,,,,,,12442,228,352
2,4,27,117,,,,,,3430,19,29
2,4,27,119,,24220,,1,1,12107,102,158
2,4,27,121,,,,,,4337,42,64
2,4,27,123,378,33460,,1,1,188874,7606,11758
2,4,27,125,,,,,,1584,50,77
2,4,27,127,,,,,,5905,55,84
2,4,27,129,,,,,,6062,33,52
2,4,27,131,378,22060,,2,1,25352,300,464
2,4,27,133,,,,,,3465,19,29
2,4,27,135,,,,,,5942,55,85
2,4,27,137,,20260,,1,1,80333,806,1247
2,4,27,139,378,33460,,1,1,46050,1292,1997
2,4,27,141,378,33460,,1,1,32515,510,788
2,4,27,143,378,33460,,1,2,5668,100,155
2,4,27,145,378,41060,,1,1,58483,615,951
2,4,27,147,,36940,,2,1,13245,221,342
2,4,27,149,,,,,,3768,50,78
2,4,27,151,,,,,,3789,21,32
2,4,27,153,,,,,,9486,66,102
2,4,27,155,,,,,,1378,43,67
2,4,27,157,462,40340,,1,2,8208,153,237
2,4,27,159,,,,,,5081,36,56
2,4,27,161,,,,,,6734,42,64
2,4,27,163,378,33460,,1,1,87251,2321,3588
2,4,27,165,,,,,,4206,23,36
2,4,27,167,244,47420,,2,2,2480,32,49
2,4,27,169,,49100,,2,1,20199,256,396
2,4,27,171,378,33460,,1,1,44335,835,1291
2,4,27,173,,,,,,3969,36,55
3,6,28,1,,35020,,2,1,12589,196,303
3,6,28,3,,18420,,2,1,13547,75,115
3,6,28,5,,32620,,2,2,4895,63,98
3,6,28,7,,,,,,6657,37,57
3,6,28,9,368,32820,,1,2,3184,40,62
3,6,28,11,185,17380,,2,1,11566,86,134
3,6,28,13,,,,,,5251,29,45
3,6,28,15,,24900,,2,2,4149,23,35
3,6,28,17,,,,,,6068,33,52
3,6,28,19,,,,,,3033,17,26
3,6,28,21,298,46980,,2,2,3371,91,140
3,6,28,23,,32940,,2,2,5870,82,127
3,6,28,25,,,,,,7052,39,60
3,6,28,27,,17260,,2,1,8113,45,69
3,6,28,29,298,27140,,1,2,10430,170,264
3,6,28,31,,,,,,6948,38,59
3,6,28,33,368,32820,,1,1,56421,1328,2053
3,6,28,35,,25620,,1,1,27218,516,798
3,6,28,37,,,,,,2866,16,24
3,6,28,39,,,,,,8477,47,72
3,6,28,41,,,,,,6982,38,59
3,6,28,43,,24980,,2,1,7544,41,64
3,6,28,45,,25060,,1,1,16580,241,373
3,6,28,47,,25060,,1,1,70927,1259,1946
3,6,28,49,298,27140,,1,1,82997,1067,1649
3,6,28,51,,,,,,6144,34,52
3,6,28,53,,,,,,3016,17,26
3,6,28,55,,,,,,715,4,6
3,6,28,57,,46180,,2,2,8692,57,89
3,6,28,59,,25060,,1,2,51042,357,552
3,6,28,61,,29860,,2,2,6123,34,52
3,6,28,63,,,,,,2843,16,24
3,6,28,65,,,,,,4406,24,37
3,6,28,67,,29860,,2,1,24325,244,377
3,6,28,69,,32940,,2,2,3865,21,33
3,6,28,71,,37060,,2,1,19381,107,165
3,6,28,73,,25620,,1,1,19898,139,215
3,6,28,75,,32940,,2,1,28848,159,245
3,6,28,77,,,,,,4651,40,61
3,6,28,79,,,,,,8019,44,68
3,6,28,81,,46180,,2,1,28788,172,265
3,6,28,83,,24900,,2,1,10907,94,145
3,6,28,85,298,15020,,2,1,12093,148,228
3,6,28,87,,18060,,2,1,20916,203,314
3,6,28,89,298,27140,,1,1,33359,546,844
3,6,28,91,,,,,,9419,52,80
3,6,28,93,368,32820,,1,2,13998,304,470
3,6,28,95,,,,,,13017,72,111
3,6,28,97,,,,,,3780,21,32
3,6,28,99,,,,,,9960,77,119
3,6,28,101,,,,,,7538,102,157
3,6,28,103,,,,,,3927,22,33
3,6,28,105,,44260,,2,1,19661,182,281
3,6,28,107,,,,,,11889,109,169
3,6,28,109,406,38100,,2,1,20371,112,173
3,6,28,111,,25620,,1,2,4375,60,92
3,6,28,113,,32620,,2,1,13557,178,276
3,6,28,115,,46180,,2,2,10743,59,91
3,6,28,117,,,,,,9248,51,79
3,6,28,119,,,,,,2768,15,24
3,6,28,121,298,27140,,1,1,50955,743,1148
3,6,28,123,,,,,,9959,105,162
3,6,28,125,,,,,,1609,9,14
3,6,28,127,298,27140,,1,2,9604,74,115
3,6,28,129,,,,,,5857,64,99
3,6,28,131,,,,,,6775,183,283
3,6,28,133,185,26940,,2,1,11647,105,162
3,6,28,135,,,,,,6737,37,57
3,6,28,137,368,32820,,1,2,10159,127,196
3,6,28,139,,,,,,7998,44,68
3,6,28,141,,,,,,7242,40,62
3,6,28,143,368,32820,,1,2,3542,44,68
3,6,28,145,,,,,,9791,72,112
3,6,28,147,,,,,,5333,167,258
3,6,28,149,298,46980,,2,1,16828,270,418
3,6,28,151,,24740,,2,1,16494,343,530
3,6,28,153,,,,,,7223,113,175
3,6,28,155,,,,,,3651,37,58
3,6,28,157,,,,,,4011,22,34
3,6,28,159,,,,,,6814,37,58
3,6,28,161,,,,,,4486,25,38
3,6,28,163,298,27140,,1,2,11825,133,206
2,4,29,1,,28860,,2,1,9648,126,195
2,4,29,3,312,41140,,1,2,6377,235,363
2,4,29,5,,,,,,2182,12,19
2,4,29,7,190,33020,,2,1,8409,108,166
2,4,29,9,,,,,,13315,73,113
2,4,29,11,,,,,,4458,25,38
2,4,29,13,312,28140,,1,2,6113,76,118
2,4,29,15,,,,,,7798,43,66
2,4,29,17,164,16020,,1,2,4716,106,164
2,4,29,19,190,17860,,1,1,62471,902,1394
2,4,29,21,312,41140,,1,1,34030,525,812
2,4,29,23,,38740,,2,1,15541,116,180
2,4,29,25,312,28140,,1,2,3445,49,76
2,4,29,27,,27620,,1,2,17626,163,252
2,4,29,29,,,,,,17469,135,208
2,4,29,31,164,16020,,1,1,28351,320,494
2,4,29,33,,,,,,3353,50,77
2,4,29,35,,,,,,2290,13,19
2,4,29,37,312,28140,,1,1,35488,576,891
2,4,29,39,,,,,,5202,29,44
2,4,29,41,,,,,,2921,30,47
2,4,29,43,520,44180,,1,1,27595,259,400
2,4,29,45,,22800,,2,2,2655,52,81
2,4,29,47,312,28140,,1,1,80696,1703,2632
2,4,29,49,312,28140,,1,2,7775,134,207
2,4,29,51,,27620,,1,1,29441,414,640
2,4,29,53,,,,,,7247,56,87
2,4,29,55,,,,,,9176,50,78
2,4,29,57,,,,,,2990,26,40
2,4,29,59,520,44180,,1,2,6260,87,134
2,4,29,61,,,,,,3064,31,48
2,4,29,63,312,41140,,1,2,6918,48,75
2,4,29,65,,,,,,5894,57,88
2,4,29,67,,,,,,5216,29,44
2,4,29,69,,28380,,2,1,11135,61,95
2,4,29,71,476,41180,,1,2,37543,475,735
2,4,29,73,,,,,,5753,32,49
2,4,29,75,,,,,,2474,35,54
2,4,29,77,520,44180,,1,1,105331,1675,2589
2,4,29,79,,,,,,3721,20,32
2,4,29,81,,,,,,3255,18,28
2,4,29,83,,,,,,8334,80,123
2,4,29,85,,,,,,3811,21,32
2,4,29,87,,,,,,1876,10,16
2,4,29,89,,,,,,3911,91,141
2,4,29,91,,48460,,2,1,14416,133,205
2,4,29,93,,,,,,4019,41,63
2,4,29,95,312,28140,,1,1,242911,10589,16369
2,4,29,97,309,27900,,1,1,41830,555,858
2,4,29,99,476,41180,,1,1,81226,1671,2583
2,4,29,101,312,47660,,2,1,21098,295,456
2,4,29,103,,,,,,1488,8,13
2,4,29,105,,30060,,2,1,12953,366,565
