REGCODE,DIVCODE,STATEFP,COUNTYFP,CSACODE,CBSACODE,METDCODE,METMICSA,CENTOUTL,ADULTMEN,MSM12MTH,MSM5YEAR
2,4,29,107,312,28140,,1,2,12328,154,238
2,4,29,109,,,,,,13887,154,238
2,4,29,111,448,39500,,2,2,3844,21,33
2,4,29,113,476,41180,,1,2,18886,236,365
2,4,29,115,,,,,,4527,88,137
2,4,29,117,,,,,,5155,42,64
2,4,29,119,,22220,,1,2,8310,58,90
2,4,29,121,,,,,,5677,31,48
2,4,29,123,,,,,,4540,25,39
2,4,29,125,,,,,,3496,19,30
2,4,29,127,448,25300,,2,1,10382,174,269
2,4,29,129,,,,,,1396,8,12
2,4,29,131,,,,,,9301,96,149
2,4,29,133,,,,,,6015,78,120
2,4,29,135,,27620,,1,2,6224,119,185
2,4,29,137,,,,,,3362,18,29
2,4,29,139,,,,,,4531,25,39
2,4,29,141,,,,,,7862,104,161
2,4,29,143,,,,,,6681,89,138
2,4,29,145,309,27900,,1,2,21314,214,330
2,4,29,147,,32340,,2,1,9597,64,98
2,4,29,149,,,,,,4168,205,317
2,4,29,151,,27620,,1,2,5468,70,108
2,4,29,153,,,,,,3963,36,56
2,4,29,155,,,,,,6067,63,98
2,4,29,157,,,,,,7014,48,74
2,4,29,159,,42740,,2,1,15203,170,263
2,4,29,161,,40620,,2,1,18489,188,290
2,4,29,163,,,,,,8105,45,69
2,4,29,165,312,28140,,1,1,33449,695,1074
2,4,29,167,520,44180,,1,2,11377,125,194
2,4,29,169,,22780,,2,1,23253,128,198
2,4,29,171,,,,,,1866,10,16
2,4,29,173,448,25300,,2,2,3955,22,34
2,4,29,175,190,33620,,2,1,10131,72,112
2,4,29,177,312,28140,,1,2,8648,114,177
2,4,29,179,,,,,,2591,24,37
2,4,29,181,,,,,,5218,47,73
2,4,29,183,476,41180,,1,1,132142,2612,4038
2,4,29,185,,,,,,3894,63,97
2,4,29,186,,,,,,6990,38,59
2,4,29,187,476,22100,,2,1,28160,305,471
2,4,29,189,476,41180,,1,1,355539,7790,12042
2,4,29,195,,32180,,2,1,8813,48,75
2,4,29,197,,28860,,2,2,1580,9,13
2,4,29,199,,,,,,1692,9,14
2,4,29,201,164,43460,,2,1,13975,167,257
2,4,29,203,,,,,,3148,17,27
2,4,29,205,,,,,,2315,13,20
2,4,29,207,,,,,,11113,127,197
2,4,29,209,520,14700,,2,2,12659,134,208
2,4,29,211,,,,,,2554,14,22
2,4,29,213,520,14700,,2,1,19594,214,330
2,4,29,215,,,,,,10383,170,263
2,4,29,217,,,,,,7353,166,256
2,4,29,219,476,41180,,1,2,12120,152,234
2,4,29,221,,,,,,9918,149,230
2,4,29,223,,,,,,5252,29,45
2,4,29,225,520,44180,,1,2,13241,185,287
2,4,29,227,,,,,,819,5,7
2,4,29,229,,,,,,6694,37,57
2,4,29,510,476,41180,,1,1,120122,6623,10239
4,8,30,1,,,,,,3736,21,32
4,8,30,3,,,,,,4209,23,36
4,8,30,5,,,,,,2267,12,19
4,8,30,7,,,,,,2222,12,19
4,8,30,9,,13740,,1,2,4065,49,76
4,8,30,11,,,,,,484,3,4
4,8,30,13,,24500,,1,1,31148,290,449
4,8,30,15,,,,,,2137,12,18
4,8,30,17,,,,,,4536,52,80
4,8,30,19,,,,,,794,4,7
4,8,30,21,,,,,,3821,141,217
4,8,30,23,,,,,,4018,22,34
4,8,30,25,,,,,,1175,6,10
4,8,30,27,,,,,,4631,25,39
4,8,30,29,,28060,,2,1,34712,269,415
4,8,30,31,,14580,,2,1,37754,237,367
4,8,30,33,,,,,,411,2,3
4,8,30,35,,,,,,4391,24,37
4,8,30,37,,13740,,1,2,301,2,3
4,8,30,39,,,,,,1341,30,46
4,8,30,41,,,,,,5979,142,219
4,8,30,43,,25740,,2,2,4544,25,39
4,8,30,45,,,,,,790,4,7
4,8,30,47,,,,,,10597,150,232
4,8,30,49,,25740,,2,1,24259,249,385
4,8,30,51,,,,,,854,5,7
4,8,30,53,,,,,,8030,44,68
4,8,30,55,,,,,,758,4,6
4,8,30,57,,,,,,3285,23,35
4,8,30,59,,,,,,783,4,7
4,8,30,61,,,,,,1781,68,106
4,8,30,63,,33540,,1,1,44053,802,1240
4,8,30,65,,,,,,1870,10,16
4,8,30,67,,,,,,6168,34,52
4,8,30,69,,,,,,217,1,2
4,8,30,71,,,,,,1590,9,14
4,8,30,73,,,,,,2284,13,19
4,8,30,75,,,,,,678,36,55
4,8,30,77,,,,,,3782,21,32
4,8,30,79,,,,,,509,3,4
4,8,30,81,,,,,,15568,131,202
4,8,30,83,,,,,,4110,23,35
4,8,30,85,,,,,,3526,56,87
4,8,30,87,,,,,,3252,18,28
4,8,30,89,,,,,,4617,25,39
4,8,30,91,,,,,,1308,7,11
4,8,30,93,,15580,,2,1,13697,177,274
4,8,30,95,,,,,,3637,20,31
4,8,30,97,,,,,,1390,8,12
4,8,30,99,,,,,,2259,12,19
4,8,30,101,,,,,,2476,14,21
4,8,30,103,,,,,,305,2,3
4,8,30,105,,,,,,2872,16,24
4,8,30,107,,,,,,852,20,31
4,8,30,109,,,,,,368,24,37
4,8,30,111,,13740,,1,1,55452,687,1063
2,4,31,1,,25580,,2,1,11816,124,192
2,4,31,3,,,,,,2509,14,21
2,4,31,5,,,,,,165,1,1
2,4,31,7,,42420,,2,2,309,2,3
2,4,31,9,,,,,,235,1,2
2,4,31,11,,,,,,2087,25,39
2,4,31,13,,,,,,4039,22,34
2,4,31,15,,,,,,813,4,7
2,4,31,17,,,,,,1207,7,10
2,4,31,19,,28260,,2,1,17447,221,341
2,4,31,21,,,,,,2544,61,94
2,4,31,23,,,,,,3150,17,27
2,4,31,25,420,36540,,1,2,9372,105,162
2,4,31,27,,,,,,3285,32,49
2,4,31,29,,,,,,1439,8,12
2,4,31,31,,,,,,2085,11,18
2,4,31,33,,,,,,3702,20,31
2,4,31,35,,,,,,2439,13,21
2,4,31,37,,,,,,3824,87,134
2,4,31,39,,,,,,3379,40,62
2,4,31,41,,,,,,4117,23,35
2,4,31,43,512,43580,,1,1,7205,145,225
2,4,31,45,,,,,,3623,20,31
2,4,31,47,,30420,,2,1,8719,82,126
2,4,31,49,,,,,,783,4,7
2,4,31,51,512,43580,,1,2,2181,15,24
2,4,31,53,420,23340,,2,1,13524,83,128
2,4,31,55,420,36540,,1,1,188528,3492,5398
2,4,31,57,,,,,,801,4,7
2,4,31,59,,,,,,2199,12,19
2,4,31,61,,,,,,1260,55,85
2,4,31,63,,,,,,1011,24,37
2,4,31,65,,,,,,1835,10,16
2,4,31,67,339,13100,,2,1,8268,63,98
2,4,31,69,,,,,,790,18,28
2,4,31,71,,,,,,745,4,6
2,4,31,73,,30420,,2,2,742,4,6
2,4,31,75,,,,,,247,1,2
2,4,31,77,,,,,,955,5,8
2,4,31,79,,24260,,1,1,21543,183,283
2,4,31,81,,24260,,1,2,3346,27,42
2,4,31,83,,,,,,1392,8,12
2,4,31,85,,,,,,476,3,4
2,4,31,87,,,,,,1128,26,41
2,4,31,89,,,,,,3908,21,33
2,4,31,91,,,,,,267,1,2
2,4,31,93,,24260,,1,2,2404,17,26
2,4,31,95,,,,,,2877,16,24
2,4,31,97,,,,,,2476,14,21
2,4,31,99,,28260,,2,2,2381,13,20
2,4,31,101,,,,,,3201,30,46
2,4,31,103,,,,,,297,2,3
2,4,31,105,,,,,,1438,8,12
2,4,31,107,,,,,,3185,30,46
2,4,31,109,339,30700,,1,1,111034,1430,2210
2,4,31,111,,35820,,2,1,13306,146,226
2,4,31,113,,35820,,2,2,289,2,2
2,4,31,115,,,,,,227,1,2
2,4,31,117,,35820,,2,2,142,1,1
2,4,31,119,,35740,,2,1,12876,84,130
2,4,31,121,,24260,,1,2,2915,20,32
2,4,31,123,,,,,,1904,10,16
2,4,31,125,,,,,,1398,8,12
2,4,31,127,,,,,,2777,15,24
2,4,31,129,,,,,,1728,29,45
2,4,31,131,,,,,,5781,41,63
2,4,31,133,,,,,,1084,6,9
2,4,31,135,,,,,,1112,6,9
2,4,31,137,,,,,,3391,19,29
2,4,31,139,,35740,,2,2,2710,15,23
2,4,31,141,,18100,,2,1,11776,69,107
2,4,31,143,,,,,,1990,11,17
2,4,31,145,,,,,,4185,23,36
2,4,31,147,,,,,,3155,17,27
2,4,31,149,,,,,,573,12,18
2,4,31,151,,,,,,5557,116,180
2,4,31,153,420,36540,,1,1,57093,687,1062
2,4,31,155,420,36540,,1,2,7749,68,106
2,4,31,157,,42420,,2,1,13214,73,112
2,4,31,159,339,30700,,1,2,6575,66,102
2,4,31,161,,,,,,2030,32,49
2,4,31,163,,,,,,1190,7,10
2,4,31,165,,42420,,2,2,497,29,45
2,4,31,167,,35740,,2,2,2197,17,26
2,4,31,169,,,,,,1996,11,17
2,4,31,171,,,,,,282,2,2
2,4,31,173,,,,,,2174,12,18
2,4,31,175,,,,,,1626,9,14
2,4,31,177,420,36540,,1,2,7532,56,87
2,4,31,179,,,,,,3884,32,50
2,4,31,181,,,,,,1399,47,73
2,4,31,183,,,,,,367,2,3
2,4,31,185,,,,,,5105,28,43
4,8,32,1,,21980,,2,1,9312,125,193
4,8,32,3,332,29820,,1,1,744929,30099,46529
4,8,32,5,456,23820,,2,1,18835,104,160
4,8,32,7,,21220,,2,1,18551,102,158
4,8,32,9,,,,,,417,2,4
4,8,32,11,,21220,,2,2,697,4,6
4,8,32,13,,49080,,2,1,6411,35,55
4,8,32,15,,,,,,2227,12,19
4,8,32,17,,,,,,2099,12,18
4,8,32,19,456,22280,,2,1,19688,108,167
4,8,32,21,,,,,,1982,11,17
4,8,32,23,332,37220,,2,1,17536,182,281
4,8,32,27,,,,,,3666,20,31
4,8,32,29,456,39900,,1,2,1624,11,18
4,8,32,31,456,39900,,1,1,163735,2430,3757
4,8,32,33,,,,,,4524,25,38
4,8,32,510,456,16180,,1,1,22204,179,276
1,1,33,1,148,29060,,2,1,23203,168,260
1,1,33,3,,,,,,19274,218,337
1,1,33,5,,28300,,2,1,29920,418,646
1,1,33,7,,13620,,2,1,13475,255,394
1,1,33,9,,17200,,2,1,35880,754,1166
1,1,33,11,148,31700,,1,1,151890,2054,3175
1,1,33,13,148,18180,,2,1,56233,767,1185
1,1,33,15,148,14460,40484,1,1,113225,3630,5612
1,1,33,17,148,14460,40484,1,2,47335,770,1191
1,1,33,19,,17200,,2,2,16842,102,157
1,2,34,1,428,12100,,1,1,101114,1381,2135
1,2,34,3,408,35620,35614,1,1,336633,6929,10711
1,2,34,5,428,37980,15804,1,1,169152,4258,6582
1,2,34,7,428,37980,15804,1,1,184771,5760,8904
1,2,34,9,428,36140,,1,1,37909,514,794
1,2,34,11,428,47220,,1,1,61895,777,1201
1,2,34,13,408,35620,35084,1,1,278826,9987,15438
1,2,34,15,428,37980,15804,1,1,104905,2020,3122
1,2,34,17,408,35620,35614,1,1,251902,11982,18523
1,2,34,19,408,35620,35084,1,1,48419,1850,2860
1,2,34,21,408,45940,,1,1,137976,2176,3364
1,2,34,23,408,35620,35614,1,1,306847,6340,9801
1,2,34,25,408,35620,35614,1,1,231348,6501,10049
1,2,34,27,408,35620,35084,1,1,183255,3816,5898
1,2,34,29,408,35620,35614,1,1,208123,4278,6613
1,2,34,31,408,35620,35614,1,1,180922,4306,6657
1,2,34,33,428,37980,48864,1,1,24197,364,562
1,2,34,35,408,35620,35084,1,1,118283,3736,5775
1,2,34,37,408,35620,35084,1,1,55983,952,1472
1,2,34,39,408,35620,35084,1,1,195569,7420,11471
1,2,34,41,408,10900,,1,1,39933,379,586
4,8,35,1,106,10740,,1,1,246606,4722,7299
4,8,35,3,,,,,,1673,9,14
4,8,35,5,,40740,,2,1,23147,180,278
4,8,35,6,106,24380,,2,1,10311,276,426
4,8,35,7,,,,,,5468,30,46
4,8,35,9,188,17580,,2,1,18152,217,336
4,8,35,11,,,,,,718,4,6
4,8,35,13,238,29740,,1,1,75438,1088,1682
4,8,35,15,,16100,,2,1,19964,139,215
4,8,35,17,,43500,,2,1,11319,238,368
4,8,35,19,,,,,,2117,36,56
4,8,35,21,,,,,,281,2,2
4,8,35,23,,,,,,1805,48,74
4,8,35,25,,26020,,2,1,23910,357,552
4,8,35,27,,,,,,8032,94,145
4,8,35,28,106,31060,,2,1,6839,38,58
4,8,35,29,,19700,,2,1,8982,212,328
4,8,35,31,,23700,,2,1,23583,169,262
4,8,35,33,,,,,,2001,11,17
4,8,35,35,,10460,,2,1,24600,185,286
4,8,35,37,,,,,,3430,43,66
4,8,35,39,106,21580,,2,1,14977,265,409
4,8,35,41,188,38780,,2,1,7456,41,63
4,8,35,43,106,10740,,1,1,47525,720,1114
4,8,35,45,,22140,,1,1,45267,411,635
4,8,35,47,106,29780,,2,1,11306,96,148
4,8,35,49,106,42140,,1,1,55855,1170,1809
4,8,35,51,,,,,,4930,27,42
4,8,35,53,,,,,,6785,136,211
4,8,35,55,,45340,,2,1,12667,70,108
4,8,35,57,106,10740,,1,2,6440,176,272
4,8,35,59,,,,,,2026,11,17
4,8,35,61,106,10740,,1,2,28441,403,622
1,2,36,1,104,10580,,1,1,117023,2816,4353
1,2,36,3,,,,,,19283,326,504
1,2,36,5,408,35620,35614,1,1,469573,14471,22370
1,2,36,7,,13780,,1,1,77167,1030,1593
1,2,36,9,160,36460,,2,1,30006,314,486
1,2,36,11,532,12180,,2,1,32020,450,695
1,2,36,13,,27460,,2,1,51381,392,606
1,2,36,15,236,21300,,1,1,34142,469,726
1,2,36,17,,,,,,19284,437,676
1,2,36,19,,38460,,2,1,34014,301,466
1,2,36,21,104,26460,,2,1,24956,867,1341
1,2,36,23,296,18660,,2,1,18811,331,512
1,2,36,25,,,,,,19230,242,375
1,2,36,27,408,35620,20524,1,2,115178,2651,4098
1,2,36,29,160,15380,,1,1,344098,12101,18706
1,2,36,31,,,,,,16616,173,267
1,2,36,33,,31660,,2,1,23055,214,331
1,2,36,35,104,24100,,2,1,21185,308,476
1,2,36,37,464,12860,,2,1,23181,170,263
1,2,36,39,,,,,,20878,425,656
1,2,36,41,,,,,,2014,90,140
1,2,36,43,,46540,,1,2,24524,385,595
1,2,36,45,,48060,,1,1,45638,695,1074
1,2,36,47,408,35620,35614,1,1,895148,38662,59767
1,2,36,49,,,,,,10313,170,262
1,2,36,51,464,40380,,1,2,26021,428,661
1,2,36,53,532,45060,,1,2,27850,245,379
1,2,36,55,464,40380,,1,1,275635,10258,15858
1,2,36,57,104,11220,,2,1,18462,102,157
1,2,36,59,408,35620,35004,1,1,493060,9782,15121
1,2,36,61,408,35620,35614,1,1,635847,56638,87556
1,2,36,63,160,15380,,1,1,81435,1788,2765
1,2,36,65,,46540,,1,1,90703,1416,2189
1,2,36,67,532,45060,,1,1,171431,2922,4517
1,2,36,69,464,40380,,1,1,40786,1029,1591
1,2,36,71,408,35620,35614,1,2,135444,3802,5877
1,2,36,73,464,40380,,1,2,16448,351,543
1,2,36,75,532,45060,,1,2,46701,723,1118
1,2,36,77,,36580,,2,1,24268,330,510
1,2,36,79,408,35620,20524,1,1,38010,1075,1662
1,2,36,81,408,35620,35614,1,1,855853,29534,45656
1,2,36,83,104,10580,,1,1,61792,1158,1791
1,2,36,85,408,35620,35614,1,1,172456,5609,8671
1,2,36,87,408,35620,35614,1,1,109326,2191,3387
1,2,36,89,,36300,,2,1,44769,454,703
1,2,36,91,104,10580,,1,1,83848,1057,1634
1,2,36,93,104,10580,,1,1,57080,847,1309
1,2,36,95,104,10580,,1,2,12959,210,325
1,2,36,97,,,,,,7279,137,212
1,2,36,99,464,42900,,2,1,14698,411,635
1,2,36,101,236,18500,,2,1,37523,673,1040
1,2,36,103,408,35620,35004,1,1,556340,15911,24597
1,2,36,105,,,,,,30597,682,1055
1,2,36,107,,13780,,1,1,19151,264,408
1,2,36,109,296,27060,,1,1,41791,727,1124
1,2,36,111,408,28740,,1,1,72334,1621,2506
1,2,36,113,104,24020,,1,1,25254,336,520
1,2,36,115,104,24020,,1,1,25920,365,565
1,2,36,117,464,40380,,1,2,35327,546,844
1,2,36,119,408,35620,35614,1,1,344786,7616,11773
1,2,36,121,,,,,,18497,142,220
1,2,36,123,464,40380,,1,2,9206,176,272
3,5,37,1,268,15500,,1,1,54514,663,1025
3,5,37,3,280,25860,,1,2,14453,226,350
3,5,37,5,,,,,,4419,24,38
3,5,37,7,,,,,,10929,60,93
3,5,37,9,,,,,,10732,125,194
3,5,37,11,,,,,,8168,45,69
3,5,37,13,274,47820,,2,1,17562,176,273
3,5,37,15,,,,,,8232,45,70
3,5,37,17,,,,,,12738,96,149
3,5,37,19,396,34820,,1,1,43386,543,840
3,5,37,21,120,11700,,1,1,91279,1885,2913
3,5,37,23,280,25860,,1,1,35140,527,815
3,5,37,25,172,16740,,1,2,63226,1329,2054
3,5,37,27,280,25860,,1,1,31361,279,431
3,5,37,29,545,21020,,2,2,3730,76,118
3,5,37,31,404,33980,,2,1,26524,292,451
3,5,37,33,,,,,,9477,94,145
3,5,37,35,280,25860,,1,1,56937,654,1011
3,5,37,37,450,20500,,1,1,24478,384,593
3,5,37,39,,,,,,10573,58,90
3,5,37,41,,,,,,5316,29,45
3,5,37,43,,,,,,4115,23,35
3,5,37,45,172,43140,,2,1,35508,593,917
3,5,37,47,,,,,,21871,208,322
3,5,37,49,404,35100,,1,1,40041,366,565
3,5,37,51,246,22180,,1,1,112963,1170,1809
3,5,37,53,545,47260,,1,2,9087,240,371
3,5,37,55,545,28620,,2,1,13654,579,896
3,5,37,57,268,49180,,1,1,60305,716,1106
3,5,37,59,268,49180,,1,1,15251,187,289
3,5,37,61,,,,,,21444,184,285
3,5,37,63,450,20500,,1,1,101303,2258,3491
3,5,37,65,468,40580,,1,1,18925,336,519
3,5,37,67,268,49180,,1,1,124869,1828,2826
3,5,37,69,450,39580,,1,2,22820,440,681
3,5,37,71,172,16740,,1,2,75175,1305,2018
3,5,37,73,545,47260,,1,2,4440,56,86
3,5,37,75,,,,,,3287,18,28
3,5,37,77,450,37080,,2,1,23389,414,640
3,5,37,79,,,,,,8957,123,190
3,5,37,81,268,24660,,1,1,177088,3134,4844
3,5,37,83,468,40260,,2,1,19705,220,339
3,5,37,85,450,20380,,2,1,41546,283,438
3,5,37,87,120,11700,,1,1,22727,377,583
3,5,37,89,120,11700,,1,1,40900,550,851
3,5,37,91,,,,,,9687,70,108
3,5,37,93,246,22180,,1,1,16622,139,215
3,5,37,95,,,,,,2663,15,23
3,5,37,97,172,16740,,1,1,58792,935,1446
3,5,37,99,,19000,,2,1,16242,120,185
3,5,37,101,450,39580,,1,1,60648,904,1397
3,5,37,103,404,35100,,1,2,3873,27,42
3,5,37,105,450,41820,,2,1,20987,164,253
3,5,37,107,,28820,,2,1,21057,224,347
3,5,37,109,172,16740,,1,2,29750,567,876
3,5,37,111,280,32000,,2,1,17460,145,225
3,5,37,113,,,,,,13103,350,542
3,5,37,115,120,11700,,1,2,8108,82,127
3,5,37,117,,,,,,8728,88,137
3,5,37,119,172,16740,,1,1,336345,13533,20920
3,5,37,121,,,,,,6037,138,213
3,5,37,123,,,,,,10127,176,273
3,5,37,125,,38240,,2,1,32951,454,702
3,5,37,127,468,40580,,1,1,34612,599,925
3,5,37,129,,48900,,1,1,78921,1201,1856
3,5,37,131,468,40260,,2,2,8154,109,169
3,5,37,133,,27340,,1,1,73672,729,1127
3,5,37,135,450,20500,,1,1,50505,1113,1721
3,5,37,137,404,35100,,1,2,5561,67,103
3,5,37,139,545,21020,,2,1,15120,272,421
3,5,37,141,,48900,,1,2,20685,307,475
3,5,37,143,545,21020,,2,2,5071,28,43
3,5,37,145,450,20500,,1,2,14502,249,384
3,5,37,147,274,24780,,1,1,60926,563,870
3,5,37,149,,,,,,7776,202,312
3,5,37,151,268,24660,,1,2,52299,462,715
3,5,37,153,,40460,,2,1,17044,94,145
3,5,37,155,246,31300,,2,1,46989,420,650
3,5,37,157,268,24660,,1,2,34463,268,415
3,5,37,159,172,16740,,1,2,51629,1083,1674
3,5,37,161,,22580,,2,1,25145,287,443
3,5,37,163,,,,,,23054,184,285
3,5,37,165,246,29900,,2,1,13106,121,187
3,5,37,167,172,10620,,2,1,23213,186,288
3,5,37,169,268,49180,,1,1,17825,201,311
3,5,37,171,268,34340,,2,1,27220,296,457
3,5,37,173,,,,,,5274,344,533
3,5,37,175,120,14820,,2,1,12918,125,193
3,5,37,177,545,28620,,2,2,2010,11,17
3,5,37,179,172,16740,,1,1,70112,1677,2593
3,5,37,181,450,25780,,2,1,15533,131,202
3,5,37,183,450,39580,,1,1,331066,12304,19021
3,5,37,185,,,,,,8416,46,72
3,5,37,187,,,,,,4524,90,139
3,5,37,189,,14380,,2,1,22074,209,323
3,5,37,191,,24140,,1,1,44881,423,654
3,5,37,193,,35900,,2,1,26206,209,323
3,5,37,195,468,48980,,2,1,28635,294,454
3,5,37,197,268,49180,,1,2,14252,202,313
3,5,37,199,,,,,,6900,176,273
2,4,38,1,,,,,,976,5,8
2,4,38,3,,,,,,4452,91,141
2,4,38,5,,,,,,2274,37,57
2,4,38,7,,,,,,403,2,3
2,4,38,9,,,,,,2726,15,23
2,4,38,11,,,,,,1222,7,10
2,4,38,13,,,,,,838,5,7
2,4,38,15,,13900,,1,1,31639,279,431
2,4,38,17,244,22020,,1,1,60653,725,1120
2,4,38,19,,,,,,1598,35,55
2,4,38,21,,,,,,2013,11,17
2,4,38,23,,,,,,970,5,8
2,4,38,25,,,,,,1564,9,13
2,4,38,27,,,,,,948,51,79
2,4,38,29,,,,,,1437,8,12
2,4,38,31,,,,,,1301,7,11
2,4,38,33,,,,,,605,3,5
2,4,38,35,,24220,,1,1,27687,350,542
2,4,38,37,,,,,,961,5,8
2,4,38,39,,,,,,974,5,8
2,4,38,41,,,,,,934,5,8
2,4,38,43,,,,,,1026,19,29
2,4,38,45,,,,,,1682,9,14
2,4,38,47,,,,,,759,4,6
2,4,38,49,,33500,,2,2,2286,13,19
2,4,38,51,,,,,,1075,6,9
2,4,38,53,,,,,,2814,46,72
2,4,38,55,,,,,,3700,34,52
2,4,38,57,,,,,,3386,19,29
2,4,38,59,,13900,,1,1,10643,171,264
2,4,38,61,,,,,,3434,19,29
2,4,38,63,,,,,,1303,7,11
2,4,38,65,,13900,,1,2,732,5,8
2,4,38,67,,,,,,2926,16,25
2,4,38,69,,,,,,1804,10,15
2,4,38,71,,,,,,4419,60,93
2,4,38,73,,,,,,2102,12,18
2,4,38,75,,33500,,2,2,1022,6,9
2,4,38,77,244,47420,,2,1,6569,36,56
2,4,38,79,,,,,,4583,25,39
2,4,38,81,,,,,,1589,9,14
2,4,38,83,,,,,,558,16,25
2,4,38,85,,13900,,1,2,1343,9,15
2,4,38,87,,,,,,325,2,3
2,4,38,89,,19860,,2,1,10053,55,85
2,4,38,91,,,,,,812,4,7
2,4,38,93,,27420,,2,1,8397,46,71
2,4,38,95,,,,,,892,5,8
2,4,38,97,,,,,,3149,45,70
2,4,38,99,,,,,,4325,24,37
2,4,38,101,,33500,,2,1,25333,418,647
2,4,38,103,,,,,,1659,9,14
2,4,38,105,,48780,,2,1,10117,56,86
2,3,39,1,,,,,,10419,146,226
2,3,39,3,338,30620,,1,1,40456,530,820
2,3,39,5,360,11740,,2,1,19647,179,277
2,3,39,7,184,11780,,2,1,38378,571,882
2,3,39,9,,11900,,2,1,27258,443,685
2,3,39,11,338,47540,,2,1,16902,174,269
2,3,39,13,,48540,,1,1,28509,404,625
2,3,39,15,178,17140,,1,2,16544,392,607
2,3,39,17,178,17140,,1,1,134087,2818,4357
2,3,39,19,184,15940,,1,2,11067,100,154
2,3,39,21,212,46500,,2,1,14812,153,237
2,3,39,23,212,44220,,1,1,50241,643,993
2,3,39,25,178,17140,,1,1,72153,1410,2180
2,3,39,27,178,48940,,2,1,15209,195,301
2,3,39,29,566,41400,,2,1,41955,459,709
2,3,39,31,,18740,,2,1,13638,185,286
2,3,39,33,360,15340,,2,1,15986,97,150
2,3,39,35,184,17460,,1,1,460353,16713,25837
2,3,39,37,212,24820,,2,1,19221,173,268
2,3,39,39,,19580,,2,1,14344,419,647
2,3,39,41,198,18140,,1,1,61826,1755,2713
2,3,39,43,184,41780,,2,1,29025,248,383
2,3,39,45,198,18140,,1,1,53595,870,1345
2,3,39,47,198,47920,,2,1,10518,213,330
2,3,39,49,198,18140,,1,1,431661,20196,31220
2,3,39,51,534,45780,,1,2,15324,128,198
2,3,39,53,,38580,,2,1,11285,62,96
2,3,39,55,184,17460,,1,1,33801,639,988
2,3,39,57,212,19380,,1,1,61765,803,1242
2,3,39,59,198,15740,,2,1,14819,173,268
2,3,39,61,178,17140,,1,1,290041,9950,15381
2,3,39,63,248,22300,,2,1,27661,266,412
2,3,39,65,,,,,,11853,65,101
2,3,39,67,,,,,,6035,33,51
2,3,39,69,,,,,,10337,125,194
2,3,39,71,,,,,,15771,123,190
2,3,39,73,198,18140,,1,2,11109,225,347
2,3,39,75,,,,,,13997,137,212
2,3,39,77,184,35940,,2,1,21529,203,313
2,3,39,79,,27160,,2,1,12005,66,102
2,3,39,81,430,48260,,1,1,26244,239,369
2,3,39,83,198,34540,,2,1,22336,181,279
2,3,39,85,184,17460,,1,1,86475,1669,2580
2,3,39,87,170,26580,,1,1,22718,159,246
2,3,39,89,198,18140,,1,2,60846,1291,1995
2,3,39,91,198,13340,,2,1,16611,127,196
2,3,39,93,184,17460,,1,2,111940,2207,3412
2,3,39,95,534,45780,,1,1,159853,2122,3280
2,3,39,97,198,18140,,1,2,18769,454,702
2,3,39,99,566,49660,,1,1,89189,1017,1573
2,3,39,101,198,32020,,2,1,27912,303,468
2,3,39,103,184,17460,,1,1,63424,1185,1832
2,3,39,105,,,,,,9016,68,105
2,3,39,107,338,16380,,2,1,15052,83,128
2,3,39,109,212,19380,,1,1,37991,402,622
2,3,39,111,,,,,,5727,31,49
2,3,39,113,212,19380,,1,1,195620,3249,5022
2,3,39,115,,,,,,5649,40,62
2,3,39,117,198,18140,,1,2,12803,204,315
2,3,39,119,198,49780,,2,1,31108,296,457
2,3,39,121,,,,,,7365,85,131
2,3,39,123,534,38840,,2,1,16201,228,352
2,3,39,125,,,,,,7156,44,68
2,3,39,127,198,18140,,1,2,13306,417,644
2,3,39,129,198,18140,,1,2,22797,390,604
2,3,39,131,,,,,,10588,129,200
2,3,39,133,184,10420,,1,1,62781,657,1015
2,3,39,135,,,,,,15539,132,204
2,3,39,137,,,,,,12569,144,223
2,3,39,139,360,31900,,1,1,48428,624,964
2,3,39,141,198,17060,,2,1,31991,522,807
2,3,39,143,,23380,,2,1,22373,241,373
2,3,39,145,170,39020,,2,1,29924,323,499
2,3,39,147,248,45660,,2,1,21444,556,860
2,3,39,149,212,43380,,2,1,17753,461,712
2,3,39,151,184,15940,,1,1,138229,2120,3277
2,3,39,153,184,10420,,1,1,200145,3380,5225
2,3,39,155,566,49660,,1,1,78175,940,1452
2,3,39,157,184,35420,,2,1,34355,379,585
2,3,39,159,198,18140,,1,2,17815,421,651
2,3,39,161,338,46780,,2,1,10466,58,89
2,3,39,163,,,,,,5095,28,43
2,3,39,165,178,17140,,1,1,78357,1764,2727
2,3,39,167,425,31930,,2,1,23536,413,639
2,3,39,169,,49300,,2,1,41838,398,615
2,3,39,171,,,,,,14294,162,251
2,3,39,173,534,45780,,1,1,48370,506,783
2,3,39,175,,,,,,8382,55,85
3,7,40,1,,,,,,8015,131,203
3,7,40,3,,,,,,2836,16,24
3,7,40,5,,,,,,5652,41,64
3,7,40,7,,,,,,2073,11,18
3,7,40,9,,21120,,2,1,9393,52,80
3,7,40,11,,,,,,4349,68,106
3,7,40,13,206,20460,,2,1,16031,154,238
3,7,40,15,,,,,,11519,102,157
3,7,40,17,416,36420,,1,1,43052,1027,1587
